成長小説;せいちょうしょうせつ;"/(n) novel of character development/novel of formation (education)/novel which traces the intellectual, moral, spiritual or social development and growth of a young person; Bildungsroman (German)/"
消長盛衰;しょうちょうせいすい;"/(n) prosperity and decay/rise and fall/ebb and flow; vicissitudes (of fortune)/"
延長線上;えんちょうせんじょう;/(n) the extension of a straight line/(a conclusion) following as an extension of (an argument)/
正邪曲直;せいじゃきょくちょく;/(n) right and (or) wrong/
長居無用;ながいむよう;/(exp,n) There's no point in staying (here) any longer./There's no point in prolonging a (the) visit./There's no point in extending one's stay./
気分次第;きぶんしだい;/(n) according to (depending on) the mood of the moment/as one's fancy dictates/
異字同訓;いじどうくん;/(n) a (Chinese) character with the same reading (pronunciation) as another but a different written form/characters read the same but written differently/
役者生命;やくしゃせいめい;/(n) acting career/career as an actress/
歌舞伎者;かぶきもの;/(n) a dandy/a peacock/the early-17th-century equivalent of present-day yakuza/Edo-period eccentric who attracted public attention with their eye-catching clothes, peculiar hairstyle, and weird behavior/
滅茶滅茶;めちゃめちゃ;"/(n,adj-na) (1) absurd/unreasonable/nonsensical/preposterous; incoherent/(2) extreme/senseless/reckless/wanton/(3) disorder/confusion/mess/wreck/"
身分相応;みぶんそうおう;"/(n,adj-na) appropriate to one's lot in life/within one's means; fitting to one's position/suitable to one's social status/"
傲慢無礼;ごうまんぶれい;/(n,adj-na) arrogant and insolent/haughty and contemptuous/
傲岸無礼;ごうがんぶれい;/(n,adj-na) arrogant and rude/
気儘放題;きままほうだい;/(n,adj-na) as selfishly (willfully) as one pleases/
一枚上手;いちまいうわて;/(n,adj-na) being a cut above somebody/
資性穏和;しせいおんわ;/(n,adj-na) being of a gentle disposition/being of a mild character/
頑健無比;がんけんむひ;/(n,adj-na) being of very robust health/
豪放粗野;ごうほうそや;/(n,adj-na) bold and boorish/
生真面目;きまじめ;"/(n,adj-na) earnest/deeply sincere, serious-minded; overseriousness, too earnest/"
温厚寡黙;おんこうかもく;/(n,adj-na) gentle and reticent/
無知文盲;むちもんもう;/(n,adj-na) ignorant and illiterate/
絢爛豪華;けんらんごうか;/(n,adj-na) luxurious and gorgeous/splendid/dazzling/magnificent/
有難迷惑;ありがためいわく;/(n,adj-na) misplaced kindness/mixed blessing/an unwelcome favor/
固陋頑迷;ころうがんめい;/(n,adj-na) obstinate/stubborn/hard-headed/being incapable of making sound judgments because of a narrow, inflexible and obstinate mentality/
糞真面目;くそまじめ;"/(n,adj-na) overly serious/absurdly (ridiculously) serious; serious to a fault/"
純真一途;じゅんしんいちず;/(n,adj-na) pure and innocent through and through/
純真可憐;じゅんしんかれん;/(n,adj-na) pure of heart and beautiful/innocent and beautiful/
貞操堅固;ていそうけんご;/(n,adj-na) (usually, to one's husband) chaste/faithful/
道理至極;どうりしごく;/(n,adj-na) very reasonable/being perfectly consistent with reason/standing to reason/
資性英明;しせいえいめい;/(n,adj-na) wise and clear-sighted/intelligent and astute by nature/blessed with talents/
五体満足;ごたいまんぞく;"/(n,adj-na) with no physical defects/in perfectly good health; sound in wind and limb/"
紅顔可憐;こうがんかれん;/(n,adj-na) youthful and endearing/rosy-cheeked and sweet/
紙屑同然;かみくずどうぜん;/(n,adj-no) being no better than a scrap of paper/
暴悪無類;ぼうあくむるい;/(n,adj-no) incomparably ruthless/diabolical/
一代一度;いちだいいちど;/(n,adj-no) once in an emperor's reign/event that takes place only once in a sovereign's reign/
自己本位;じこほんい;"/(n,adj-no) self-centeredness/selfishness/egoism/egotism; egocentricity/"
希代未聞;きたいみもん;/(n,adj-no) unheard-of/unparalleled/
野合政権;やごうせいけん;/(n) administration established through an unprincipled political coalition/a government of convenience/cabinet created through an unholy alliance/
二度三度;にどさんど;/(n,adv) again and again/over and over again/repeatedly/
冒険野郎;ぼうけんやろう;/(n) adventure lover/
相談相手;そうだんあいて;/(n) adviser/someone to consult with/someone to turn to about one's concerns/
専心一意;せんしんいちい;/(n-adv) single-mindedly/wholeheartedly/with one's heart and soul/
一語一語;いちごいちご;/(n-adv) word for word/verbatim/
愚兄賢弟;ぐけいけんてい;/(n) a foolish older brother and a smart younger/
強面談判;こわもてだんぱん;/(n) aggressive negotiations/hard-line bargaining/
六公四民;ろくこうよんみん;/(n) a land-tax rate during the Edo period, in which the government took 60 percent of the year's rice crop and the farmers kept 40 percent/
七公三民;しちこうさんみん;/(n) a land-tax rate during the Edo period, in which the government took 70 percent of the year's rice crop and the farmers kept 30 percent/
六親眷属;ろくしんけんぞく;/(n) all of one's relatives by blood and by marriage/one's kith and kin/
家内一同;かないいちどう;/(n) all one's family/one's whole family/
程度問題;ていどもんだい;/(n) a matter (question) of degree/
推進母体;すいしんぼたい;/(n) a nucleus (of a project proposal/of a social movement, etc.)/
五言絶句;ごごん;/poem of four lines, each of five (Chinese) characters/
新聞辞令;しんぶんじれい;"/(n) Appointment conjecturally reported in a newspaper; announcement of an appointment which is (turns out to be) mere press speculation/"
進退問題;しんたいもんだい;/(n) a question of whether or not someone should resign/
真贋論争;しんがんろんそう;/(n) argument as to (about) the authenticity (of...)/
台湾坊主;たいわんぼうず;/(n) atmospheric depression originating in Taiwan/atmospheric depression in the East China Sea/
攻勢防御;こうせいぼうぎょ;/(n) attack as a form of defense/attacking (active) defense/
開巻第一;かいかんだいいち;/(n) at the very beginning of a book/The book opens with .../
喧嘩沙汰;けんかざた;/(n) beginning (developing into) a quarrel (a fight, an altercation)/
裏面工作;りめんこうさく;/(n) behind-the-scenes maneuvering/backstairs deal/clandestine work/string-pulling/
戯作三昧;げさくざんまい;"/(n) being absorbed in writing popular novels (cheap fictions); being absorbed in writing something to amuse oneself/"
諸役御免;しょやくごめん;/(n) being excused from various levies and taxes during the age of militarist (shogunate) government/
前官礼遇;ぜんかんれいぐう;/(n) (being granted) the privileges of one's former (official) post/
心猿意馬;しんえんいば;/(n) (being unable to control) one's worldly desires and passions/
相手次第;あいてしだい;/(n) being up to the other party/one's attitude or response being dependent on the character, attitude, or move(s) of the other party/
本人次第;ほんにんしだい;/(n) being up to the person himself/
心身創痍;しんしんそうい;/(n) being wounded in mind and body/
餓死寸前;がしすんぜん;/(n) be on the verge of starvation/be about to starve/
疑獄事件;ぎごくじけん;/(n) bribery scandal (case)/
川施餓鬼;かわせがき;"/(n) Buddhist services in memory of those drowned in a river; offering to suffering spirits at the river/"
因果因縁;いんがいんねん;/(n) cause and effect/karma/retribution/an evil cause producing an evil effect/
世代交代;せだいこうたい;/(n) change of generation/transition of power between generations/
政権交代;せいけんこうたい;/(n) change of government (administration)/
名題役者;なだいやくしゃ;/(n) chief (star) actor in a Kabuki play/leading actors of a troupe/
道化役者;どうけやくしゃ;/(n) clown/jester/actor who plays a comic role/
弥次喜多;やじきた;/(n) comical pair/pair of buffoons/
仲間同士;なかまどうし;/(n) comrades/friends/associates/
退嬰政策;たいえいせいさく;/(n) conservative (regressive) policy/
瞑想生活;めいそうせいかつ;/(n) contemplative life/life of meditation/
是正措置;ぜせいそち;/(n) corrective action (measure)/rectification/
生臭坊主;なまぐさぼうず;/(n) corrupt (depraved) priest (monk)/worldly-minded (worldly-wise) priest/
国際感覚;こくさいかんかく;/(n) cosmopolitan (international) way of thinking/feeling for the wider world/
事件記者;じけんきしゃ;/(n) crime reporter/police reporter/
縁故政治;えんこせいじ;/(n) crony politics/nepotistic government/
政界工作;せいかいこうさく;/(n) currying of political favor/buying political influence/
九寸五分;くすんごぶ;/(n) dagger (with a blade approx. 29 cm long)/
外交手腕;がいこうしゅわん;/(n) diplomatic finesse/skill(s) in diplomacy/
御役御免;おやくごめん;/(n) dismissal/firing/retirement/being relieved from one's post/being relieved of a burden/
官民格差;かんみんかくさ;/(n) disparity (of income (pensions, etc.)) between public and private employees/
攪乱戦法;かくらんせんぽう;/(n) disturbance strategy/
攪乱戦術;かくらんせんじゅつ;/(n) disturbance tactics/
牽制作戦;けんせいさくせん;/(n) diversionary operations/
酩酊歩行;めいていほこう;/(n) drunken (staggering, tottering) gait/wide-based gait/
早期解決;そうきかいけつ;/(n) early (prompt) settlement/swift resolution/speedy solution/
後手後手;ごてごて;/(n) ending up behind with everything/being always too late (never in time)/
五分五分;ごぶごぶ;/(n) evenly matched/on even (equal) terms/tie/toss-up/on a 50-50 basis/
試験地獄;しけんじごく;/(n) examination hell/the ordeal of children preparing for highly competitive entrance examinations/
退学処分;たいがくしょぶん;/(n) expulsion (dismissal) from school/
面目次第;めんぼくしだい;/(n) face/honor/reputation/
偽装難民;ぎそうなんみん;/(n) fake (phony) refugee/illegal migrant disguised as a refugee/
気分爽快;きぶんそうかい;/(n) feeling great (refreshed)/
厭戦気分;えんせんきぶん;/(n) feeling of war-weariness/
心身爽快;しんしんそうかい;/(n) feeling refreshed in mind and body/
金剛堅固;こんごうけんご;"/(n) firm and solid/sturdy and indestructible/unshakable; adamantine/"
千代万代;ちよよろずよ;/(n) for ever and ever/(through) eternity/countless ages/till the end of time/
四季折々;しきおりおり;/(n) from season to season/season by season/of each season/in each season/
根本原理;こんぽんげんり;/(n) fundamental (underlying) principle/ground rules/keystone/
勧進相撲;かんじんずもう;/(n) fund-raising sumo tournaments of Edo period held in aid of a temple or a shrine/
